,PC1_loading,PC2_loading
50.888888888888886,-1.591068e-05,-7.2384114e-07
51.0,-2.7439022e-05,7.5099288e-06
51.11111111111111,-1.3981894e-05,-2.3469725e-05
51.22222222222222,-2.7454504e-05,1.3063861e-06
51.33333333333333,-2.3448494e-05,-3.317068e-06
51.44444444444444,-2.0840724e-05,-7.729433e-06
51.55555555555555,-3.635828e-05,1.5418264e-05
51.666666666666664,-4.9838094e-05,-9.2639575e-06
51.77777777777777,-2.481291e-05,-7.0805118e-06
51.888888888888886,-3.8732287e-05,-8.157601e-06
52.0,-1.141445e-05,2.4989276e-05
52.11111111111111,-3.1762193e-05,-6.9832677e-06
52.22222222222222,-4.316476e-05,6.6213574e-06
52.33333333333333,-3.0296032e-05,3.7550533e-05
52.44444444444444,-6.219943e-05,-5.668343e-05
52.55555555555555,-4.8797217e-05,-4.3878656e-05
52.666666666666664,-4.37527e-05,6.79809e-06
52.77777777777777,-5.05165e-05,9.183426e-06
52.888888888888886,-4.892211e-05,-4.119597e-05
53.0,-3.3497778e-05,1.774324e-06
53.11111111111111,-4.729226e-05,-2.9854813e-05
53.22222222222222,-5.9339112e-05,-2.0188805e-05
53.33333333333333,-3.3584525e-05,-2.3725552e-05
53.44444444444444,-4.338819e-05,9.272571e-06
53.55555555555555,-4.9423015e-05,-5.0074045e-06
53.666666666666664,-3.922972e-05,-1.0179416e-05
53.77777777777777,-3.299033e-05,-1.18288635e-05
53.888888888888886,-5.6495686e-05,5.811993e-06
54.0,-2.301513e-05,1.2890778e-05
54.11111111111111,-3.4783916e-05,-2.1329528e-05
54.22222222222222,-1.4247091e-05,-3.7727411e-06
54.33333333333333,-4.796346e-05,-2.8621198e-06
54.44444444444444,-2.7485085e-05,-5.6610725e-06
54.55555555555555,-4.0530816e-05,-2.018943e-05
54.666666666666664,-5.7848873e-05,-2.1112508e-05
54.77777777777777,-3.1002997e-05,1.0889336e-05
54.888888888888886,-4.0473427e-05,-2.7154288e-06
55.0,-3.82061e-05,1.6144839e-05
55.11111111111111,-5.150257e-05,-6.246055e-06
55.22222222222222,-2.5576273e-05,-6.290156e-06
55.33333333333333,-4.0480212e-05,1.4591536e-05
55.44444444444444,-3.322234e-05,-2.0729058e-05
55.55555555555555,-4.121833e-05,-3.5927864e-05
55.666666666666664,-3.496058e-05,3.4504003e-05
55.77777777777777,-4.2651525e-05,2.0151467e-06
55.888888888888886,-4.7528512e-05,-2.5189976e-05
56.0,-5.0876868e-05,-5.9100046e-05
56.11111111111111,-2.9440549e-05,2.4963738e-05
56.22222222222222,-3.1394502e-05,-7.788073e-06
56.33333333333333,-4.6019348e-05,-2.0956868e-05
56.44444444444444,-2.540649e-05,1.2054913e-05
56.55555555555555,-3.3836957e-05,-3.0818544e-05
56.666666666666664,-3.5898425e-05,6.453079e-06
56.77777777777777,-3.9794384e-05,-1.2634011e-05
56.888888888888886,-3.3712422e-05,-1.2617342e-05
57.0,-3.9624192e-05,-1.3476115e-05
57.11111111111111,-2.5364994e-05,1.8795554e-05
57.22222222222222,-3.7260354e-05,-1.825774e-05
57.33333333333333,-3.6679114e-05,-2.1684984e-05
57.44444444444444,-2.8853165e-05,-6.995995e-06
57.55555555555555,-2.9984965e-05,4.5505636e-05
57.666666666666664,-2.215754e-05,2.9720688e-05
57.77777777777777,-5.4157917e-05,-1.8696852e-05
57.888888888888886,-2.7752394e-05,-2.9158185e-05
58.0,-2.8720111e-05,2.3522675e-06
58.11111111111111,-2.6765461e-05,2.1176597e-06
58.22222222222222,-4.4892284e-05,3.6273676e-05
58.33333333333333,-4.0016446e-05,1.50724345e-05
